st_gene_id	gene_id	gene_symbol	read_count_BN5_1_1	read_count_BN5_1_2	read_count_BN5_2_1	read_count_BN5_2_2	read_count_N5_1_1	read_count_N5_1_2	read_count_ctrl_2_1	read_count_ctrl_2_2
G10090_11901	74411	Plpp6	334.95	305.84	249.77	334.91	353.78	389	354.83	285
G10090_7819	74081	Cep350	2146	2273	2524	4152	3229	2238	4111	3722
G10090_26327	104069	Sncb	1	4	0	1	5	15	5	4
G10090_20963	74840	Manf	1302	1185	916	1192	1750	1832	1105	1153
G10090_5006	226169	Pprc1	1072	995	747	972	777	757	1783	1491
G10090_19179	27528	Nrep	1	0	0	0	5	1	0	1
G10090_24021	105245547	Gm40991	450.76	328.36	1279.56	1237.08	479.36	487.2	439.27	210.02
G10090_4807	13869	Erbb4	0	0	0	0	0	0	0	0
G10090_716	71458	Bcor	8243	7706	3954	6316	3001	2431	2378	2238
G10090_24776	16145	Igtp	1570.56	1761.74	2310.21	2101.4	2269.67	2335.48	8622.66	6422.55
G10090_31118	13531	Usp17la	38.67	29.46	30.18	41.74	20.12	19.59	26.6	32.66
G10090_17899	28146	Serp1	22184	20669	20328	23372	16040	16217	3818	4397
G10090_2063	320492	A830018L16Rik	5.54	6.37	8.89	16.48	11.22	4.03	9.53	10.5
G10090_2757	59092	Pcbp4	352	303	382	447	503	589	116	125
G10090_25669	17117	Amacr	52	40	75	80	51	56	47	52
G10090_364	21894	Tln1	16408	15006	10419	16537	19849	17311	17422	15638
G10090_1285	20135	Rrm2	1106	993	134	200	1678.49	1769.65	132	140
G10090_14994	238690	Zfp458	61.92	77.76	38.66	54.12	56.96	57.72	35.66	28.16
G10090_31807	98558	Mael	0	0	0	1	0	0	0	0
G10090_3703	329154	Ankrd44	5045	4720	4504	6802	5094	4324	5712	5411
G10090_27183	93685	Entpd7	110.72	82.19	33.12	61.1	142.48	150.67	83.57	79.63
G10090_11134	20897	Stra6	0	0	0	0	0	1	0	0
G10090_6273	94332	Cadm3	0	7	14	25	7	13	4	12
G10090_33443	71664	Mettl7b	0	0	0	0	0	0	1	0
G10090_12413	71099	Tssk4	57.81	52.57	31.94	31.61	42.07	53.36	41.56	45.28
G10090_679	14255	Flt3	23.06	8.88	27.49	56.73	62.36	56.77	43.11	37.74
G10090_2603	53325	Banp	340	341	460	572	440	424	516	602
G10090_13393	74472	Stpg3	0	0	0	1	0	1	2	1
G10090_30855	13109	Cyp2j5	7.36	3.04	0.87	4.94	6.19	0	6.01	7.63
G10090_31724	52626	Cdkn2aipnl	2793	2343	2092	2436	2271	2323	1323	1467
G10090_3420	13039	Ctsl	29.75	44.29	59.96	50.15	257.61	284.01	478.13	478.97
G10090_18330	50935	St6galnac6	151	144	31	39	134	166	27	16
G10090_21694	270190	Ephb1	0	0	0	1	0	1	0	0
G10090_8048	110893	Slc8a3	1.98	2.49	1.44	3.4	0	0	0	3.21
G10090_5491	53332	Mtmr1	1850	1485	2254	2429	1959	1853.99	1421.99	1345
G10090_33029	75642	Spata25	1	1	0	0	0	0	0	0
G10090_10069	237091	Lhfpl1	2	0	0	0	1	2	11	9
G10090_4684	216350	Tspan8	0	0	1	1	7	7	0	1
G10090_27126	404242	Mrgprx1	0	0	0	0	0	1	0	0
G10090_2853	54401	Ywhab	6131	4967	3574	4537	5170	5211	3802	3897
G10090_26557	212168	Zswim4	903	825	609	817	1059	1008	758	637
G10090_7420	104079	Nxph3	2	3	0	0	2	0	0	0
G10090_3910	19277	Ptpro	3	2	11	19	22	29	5	14
G10090_15369	23918	Impdh2	3655	3207	1665	2017	3101	3215	3056	3003
G10090_886	209176	Ido2	0	0	2.99	0	1	3	0	0.99
G10090_26705	68292	Stt3b	2737	2406	1627	2163	2434	2402	2356	2104
G10090_2556	16504	Kcnc3	57.2	62	72	99.63	41	51	8	10
G10090_21797	97998	Deptor	22.49	15.16	12.7	13.05	24.98	18.7	26.11	24.92
G10090_11600	67544	Fam120b	958	914	1101	1364	821	743	974	1029
G10090_5862	320506	Lmbrd2	177.75	149.95	170.57	282.85	173.91	118.28	92.48	80.74
G10090_8886	54392	Ncapg	574.96	483.81	51.64	84.07	645.58	625.1	45.51	38.69
G10090_22052	67138	Herc6	791	855	832	886	930	865	1737	1605
G10090_24477	13644	Efs	0	1	0	0	0	0	0	0
G10090_22202	269344	Ell3	4	7	2	4	21	10	3	3
G10090_6955	106722	Mpig6b	0	1	0	2	1	3	2	1
G10090_9146	98685	Trmt1l	1293	1195	984	1175	1124	1163	818	886
G10090_28104	73381	Cmtm2a	0	0	2.04	0	1.02	0	0	1.01
G10090_11317	76156	Fam131b	6	1	8	13	5	10	2	4.79
G10090_10117	56398	Chp1	2553	2194	1561	2119	2386	2384	2083	1983
G10090_23931	101056300	LOC101056300	0	0	0.97	0	0	0	0	0
G10090_25011	100328588	Il4i1b	10.13	10.86	11.76	8.27	8.68	0	11.21	0
G10090_4852	16639	Klra8	1	0	0	4	33.36	11.9	18.95	17.34
G10090_91	68507	Ppfia4	16	14	156.02	198.09	43.61	46	21	30
G10090_29229	100102	Pcsk9	0	1	1	1	1	5	18	5
G10090_14673	19123	Proc	0	0	0	1	0	0	0	0
G10090_6028	192232	Hps4	510	467	459	601	497	461	435	416
G10090_15063	320162	Cep95	396	425	515	696	451	458	538	529
G10090_10004	67067	Romo1	431	378	186	193	358	443	292	296
G10090_24623	14314	Fstl1	0	5	0	1	0	7	5	6
G10090_10726	13004	Ncan	3.84	5.28	5.36	8.12	8.27	9.68	3.5	1.02
G10090_17568	14465	Gata6	0	1	22	15	1	1	12	16
G10090_23493	74347	Tldc1	157	153	77	107	145	144	102	89
G10090_3421	99100	Cep152	258	258	273	434	389	335	455	414
G10090_16964	192119	Dicer1	1696	1646.34	1510	2524.61	1875	1553.05	2176	2152.13
G10090_33275	66373	Lsm5	255	213	135	150	275	284	223	225
G10090_10706	26410	Map3k8	298	337	101	199	485	542	582	576
G10090_21374	381489	Rxfp1	0	0	1	0	2.98	0	0	0
G10090_22378	22213	Ube2g2	1458	1264	1338	1565	1191	1278	1076	987
G10090_12345	72392	Tmem175	580.02	555.06	420.96	437.68	450.72	425.3	324.84	313.27
G10090_7338	57342	Parva	1	0	5	1	3	1	4	0
G10090_20141	83768	Dpp7	172	171	182	194	155	184	121	111
G10090_3730	171567	Nme7	274.96	229	106.69	129.97	206.6	253.84	127.4	140.53
G10090_9137	211151	Churc1	408.31	338.29	222.53	293.52	426.64	465.05	396.27	398.29
G10090_3865	229780	Trmt13	169.14	172.42	111.18	169.12	175.14	132.38	169.45	175.61
G10090_8444	75011	4930488N24Rik	0	0	0	0	0	0	0	1
G10090_31767	105372	Utp15	772	705	611	835.96	859	843	943.18	927
G10090_17876	98582	Khdc1b	0	0	0	0	0	0	0	0
G10090_12702	68201	Ccdc34	229	221	67	109	303	289	94	77
G10090_6838	70047	Trnt1	743.88	680.59	602.99	736	608.82	629.47	566.97	550.9
G10090_20783	100043813	Rps27rt	14307.59	5797.77	7154.16	7750.45	7810.71	9871.87	21612.05	15187.5
G10090_3180	26359	Anxa10	0	0	0	0	0	0	0	0
G10090_27106	224916	Vmn2r120	1	0	0	0	0	0	0.99	0
G10090_8645	238123	Cog5	1526.3	1289.06	701.06	960.38	1234.55	1071.06	699.32	668.92
G10090_1787	320484	Rasal3	9575	8670	6123	8728	9300	9466	15926	14661
G10090_25450	18457	Bloc1s6	875.82	777.69	600.57	673.01	750.54	764.78	592.17	545.19
G10090_23758	140743	Rem2	6	3	7	16	20	26	14	10
G10090_1526	11520	Plin2	381	316	483.72	606	358	360	365	389.39
G10090_6048	72045	Mfsd4b2	10.53	13.98	3.6	6.79	13.85	17.45	16.03	9.33
G10090_17882	57895	Ccdc126	186	182	262	311	314	378	214	258
G10090_20923	214523	Tmprss4	0	0	1	1	1	0	1	0
G10090_7649	16801	Arhgef1	26140	23951	13475	18705	19440	20567	30910	28905
G10090_15170	66191	Ier3ip1	650	529	448	527	636	677	589	652
G10090_13783	22362	Vpreb1	4.3	2.15	6.47	4.31	0	7	4.31	2
G10090_16110	229317	Eif2a	1615	1464	846	1143	1691	1730	1633	1719
G10090_7196	13019	Ctf1	0	0	0	0	0	0.26	0	0
G10090_25305	12034	Phb2	4027	3654	1514	1738	3691	4171	2987	3161
G10090_20094	76524	Cln6	618	438	259	265	701	753	663	514
G10090_28365	170733	Klra17	0	0	1	3	1	4	7	6
G10090_150	53322	Nucb2	2	3	7	17	40	50.99	80.08	71
G10090_6450	223723	Ttll12	2060	1775	1389	1750	1792	1899	1023	845
G10090_5459	68318	Aph1c	18.17	8.82	9.33	15.97	33.13	44.85	7.99	9.74
G10090_2739	16399	Itga2b	23	23	35	52	72	74	68	42
G10090_5951	13430	Dnm2	6021.97	5601.9	4653.99	6172.69	6618.83	6663.55	8511.95	8121.99
G10090_9295	68203	Diras2	0	0	0	1.06	0	1	0	0
G10090_9518	20361	Sema7a	17	19	14	8	238	225	34	28
G10090_316	104859	Tecpr2	143.78	128.19	108.98	158.08	189.75	169.06	207.64	190.66
G10090_16202	74670	Zfp943	228.09	257.74	281.74	312.8	191.84	214.31	211.64	212.62
G10090_5820	228356	1110051M20Rik	252.23	218.73	286.37	376.81	379.23	378.02	279.47	309.51
G10090_4287	75953	Samd7	1	0	0	0	0	1	0	0
G10090_12123	214987	Chtf8	4229	3542	3610	4538	3652	3876	3666	3612
G10090_15082	17827	Mtx1	696	647	523	668	740	861	832	844
G10090_1194	270162	Elmod1	0	0	0	0	0	0	0	0
G10090_11150	380787	Lbhd2	4	3	1	0	22	29	0	0
G10090_1452	319259	Bricd5	0	3.18	0	7.97	0	0	0	7.97
G10090_29150	668620	Zfp936	0	0	1.02	0	0	1.13	0	0
G10090_10619	57314	Nelfcd	839	745	383	526	844	916	532	533
G10090_5980	215476	Prr14l	1564	1458	1145	1571	1673	1354	1355	1222
G10090_5908	751865	Sap25	633	626	882	972	603	625	1064	1002
G10090_33436	73736	Fcf1	630	561	471	479	537	623	494	519
G10090_11338	22378	Wbp2	2487	2160	2527	3147	2215	2462	2260	2104
G10090_32958	67308	Mrpl46	382	297	191	239	342	406	332	381
G10090_2618	105653	Phyhip	0	1	1	4	9	11	1	2
G10090_32747	237823	Pfas	788.89	762.91	351.01	450.42	689.08	584.94	482.8	504.09
G10090_11162	110948	Hlcs	1065	921.66	434.54	669.04	654.01	672	948.37	839.41
G10090_9372	108832	Tmem74b	4.27	2.12	2.01	9.42	5.33	5.06	12.5	8.56
G10090_5778	76088	Dock8	11127.77	11156.99	8119.06	13036.27	12622.8	10487.27	6897.14	6309.68
G10090_33464	236539	Phgdh	3380	2997	1152	1303	2238	2437	1840	1916
G10090_4139	329324	Syt14	884.28	373.97	201.5	188.66	418.14	659.6	938.92	557.58
G10090_7349	83997	Slmap	1544	1509	968	1373	1597	1397	1226	1114
G10090_12872	56462	Mtch1	1679	1402	668	782	2059	2168	691	636
G10090_26993	76426	Fam209	11	14	23	16	15	24	24	25
G10090_33105	67862	2310033P09Rik	353	305	360	425	313	378	382	322
G10090_12884	67772	Chd8	3885	3800	2624	4634	4299	3625	4949	4612
G10090_5064	12950	Hapln1	5	12	1	0	20	22	0	0
G10090_31245	23959	Nt5e	1919	1681	2779	2907	2942	2866	1189	858
G10090_9161	14056	Ezh2	2303	2073	933	1307	2503	2582	429	443
G10090_29210	67471	Gpatch1	368	342	281	372	321	312	329	318
G10090_21173	75758	9130401M01Rik	472	359	313	305	373	435	383	353
G10090_14680	64051	Sv2a	20	21	4	12	48	47	25	44
G10090_8103	70225	Ppil3	494.23	404.77	304.36	343.67	392.3	458.75	260.39	277.68
G10090_25303	19385	Ranbp1	2349	2027	870	1068	2151	2434	1321	1398
G10090_7953	68040	Zfp593	522	424	365	463	436	591	673	678
G10090_24862	17931	Ppp1r12a	4247	3792	3893	6175	4946	4367	4564	4449
G10090_33508	192216	Tmem47	0	0	0	0	0	2	0	0
G10090_3635	633057	Gm7102	137.02	117.12	108.93	188.97	163.92	120.37	122.62	164.11
G10090_2182	216292	Mettl25	177	165	129	166	110	116	145	154
G10090_22885	14860	Gsta4	5	7	13	8	15	15	4	7
G10090_8188	235386	Hykk	17.26	16.4	10.77	19.86	8.59	13.03	28.91	15.13
G10090_29475	15484	Hsd11b2	2	1	1	0	1	0	4	1
G10090_31670	12909	Crcp	597	468	369	389	507	613	370	388
G10090_18215	16663	Krt13	0	0	0	0	0	0	0	0
G10090_14037	227357	Espnl	1	1	0	0	1	1	3	2
G10090_4104	234959	Med17	1015.8	838.7	700.05	917.61	909.04	1034.76	850.7	827.05
G10090_976	240442	Adnp2	633	581	760	883	537	505	851	832
G10090_2718	320256	Dlec1	0	1.11	1	0	0	2.16	4	3
G10090_1244	18414	Osmr	1	0	1	0	0	2	0	0
G10090_26862	384061	Fndc5	3	0	5	9	5	2	10	2
G10090_4614	69694	Tatdn1	148.34	133.93	96.47	106.53	207.2	255.72	133.4	124.86
G10090_20457	72301	Shisal1	0	0	0	0.97	0	0	1.14	0
G10090_1771	268970	Arhgap28	0	1	0	0	1	5	1	3
G10090_21209	105245449	Gm40902	221.04	204.18	877.63	522.08	162.14	159.59	117.77	110.38
G10090_13961	12499	Entpd5	708	564	610	795	1078	1139	2189	2064
G10090_15232	69296	Tmigd3	0	3.26	0	8.28	3	6.82	3.56	4.66
G10090_12267	26447	Poli	546.77	545.64	352.38	498.51	463.22	498.82	1008.88	1038.98
G10090_14892	52882	Rgs7bp	0	0	0	0	0	5.09	1	1
G10090_926	18389	Oprl1	2	1	0	0	0	0	1	0
G10090_77	16188	Il3ra	983	853	641	789	852	974	225	258
G10090_4218	56397	Morf4l2	1591	1391	1096	1375	1383	1416	1160	1149
G10090_15518	16979	Lrrn1	0	1	3	0	0	1	0	1
G10090_7014	276919	Gemin4	444	429	236	246	265	279	150	175
G10090_1255	67943	Mesd	503	451	431	500	441	486	550	551
G10090_32651	27399	Ip6k1	3419	3008	3060	4030	2999	3084	4459	4128
G10090_12857	226861	Hhat	135	109	75	87	135	125	44	35
G10090_11709	16423	Cd47	1473	1191.03	1667	1860	2138.06	2276	3547	3272.99
G10090_26423	258631	Olfr1151	0	0	0	0	0	1	0	0
G10090_23659	75475	Oplah	46.62	33.15	65.44	93.22	25.87	33.03	97.15	102.2
G10090_28781	67247	2-Mar	2042	1714	1478	1560	1439	1652	1267	1303
G10090_8846	12877	Cpeb1	1	3	0	0	2	5	0	1
G10090_21683	432589	Gm11541	0	0	0	0	0	0	0	0
G10090_16268	20319	Sfrp2	0	0	0	0	0	0	7	4
G10090_6242	106564	Ppcs	184	156	125	195	204	260	175	187
G10090_10896	50795	Sh3bgr	1	1	0	1	1	3	1	0
G10090_7858	11964	Atp6v1a	948	835	654	781	1150	1041	682	563
G10090_5560	105559	Mbnl2	1293	1237	1055	1265	1112	1004	786	701
G10090_30955	14894	Cfap20	509	481	370	409	581	543	294	312
G10090_30851	382097	Gm1123	6	3	4	3	8	5	8	10
G10090_19654	74105	Gga2	125.41	119.21	370.23	385.93	347.68	383.1	225.28	250.33
G10090_14155	70208	Med23	881	879	570	742	822	718	595	557
G10090_488	77522	Tmem213	0	0	0	0	2	3	0	0
G10090_14430	18828	Plscr2	19.01	11	34	43	24	15	1	3
G10090_1513	19206	Ptch1	3216	2865	4029	5457	2842	2425	1116	1139
G10090_22373	665596	Hist1h2bq	22.08	7.23	1.89	3.1	18.31	8.01	4.78	0
G10090_18456	19896	Rpl10a	23635	21274	10849	11968	19443	21621	27047	29036
G10090_6227	12715	Ckm	4	6	0	0	12	22	2	3
G10090_30976	84111	Gpr87	0	0	0	1	0.19	0	0	0
G10090_4859	72612	Hpf1	798	754	480	511	702	746	468	578
G10090_31007	326620	Hist1h4b	17.28	8.54	0	2.2	11.48	2.48	6.78	3.42
G10090_1394	19047	Ppp1cc	4845.3	4173.27	3669.58	3647.26	5201.21	5377.39	3664.07	3716.17
G10090_29988	76509	Plet1	0	0	0	0	5.06	2.03	2.77	1.03
G10090_5517	224079	Atp13a4	2.37	4.05	4.1	3.44	8.35	5.27	3.05	3.12
G10090_23878	18553	Pcsk6	0	0	0	0	2	0	0	0
G10090_13884	140740	Sec63	1533.09	1466.51	919.86	1340.36	1415.08	1405.59	1559.97	1487.72
G10090_27374	94315	Prcc	1666	1400	1347	1763	1607	1669	2065	1968
G10090_27916	68140	Tigd2	852	717	610	788	898	918	695	683
G10090_19539	69769	Tnfaip8l2	880	792	206	289	688	805	461	440
G10090_355	13999	Gm14288	14.15	26.86	4.54	11.72	24.26	27.51	18.96	30.66
G10090_19825	66861	Dnajc10	1148	994	687	826	1137	1068	653	617
G10090_18185	225579	Slc27a6	23	13	1	0	11	12	18	33
G10090_20513	12452	Ccng2	1306	1117	1120	1374	1151	1197	1040	1031
G10090_16049	329244	Il19	0	1	0	0	6	13	0	0
G10090_14584	51798	Ech1	1399	1193	1176	1374	1262	1403	739	744
G10090_29926	26403	Map3k11	1983.88	1749.75	1431.91	1941.43	1726.76	1955	1630	1573.75
G10090_744	20230	Satb1	1817	1376	240	274	3232	3091	16394.87	15323.07
G10090_20545	20318	Sdf4	3782	3409.38	2724.12	3420.08	3956.95	4123.9	4029.88	4159.61
G10090_14879	18171	Nr1i2	0	0	0	0	1	1	0	0
G10090_10018	108888	Atad3a	1127	1092	612	734	873	987	1262	1231
G10090_14972	78619	Zfp449	10	4	4	17	1	5	9	3
G10090_2191	71619	Arl14	26	32	15	23	13	20	0	0
G10090_3143	27393	Mrpl39	1164.62	1094.25	988.21	1162.69	1011.05	970.3	943.19	982.07
G10090_5271	15207	Hes3	0	1	0	0	1	0	0	1
G10090_19188	225861	Snx32	117	123	79	100	136	119	68	70
G10090_20475	239528	Ago2	2203.82	2016.94	1574.98	3087.17	3062.53	2279.14	3104.81	2891.8
G10090_16857	50776	Polg2	299.29	291.05	257.42	387.3	270.7	284.58	249.44	243.1
G10090_12676	55983	Pdzrn3	0	0	2	1	19	18	2	0
G10090_19568	108802	Calr4	0	0	0	0	0	1	0	0
G10090_22768	67391	Fundc2	960.79	894.65	380.3	462.87	945.08	963.15	646.71	681.48
G10090_26307	241989	Pabpc4l	4.83	1.95	3.03	3.95	0	6.12	3.07	3.99
G10090_15422	432839	Gprin2	0	0	0	0	4	0	0	0
G10090_1442	269113	Nup54	712	651	540	661	733	775	602	623
G10090_31212	13178	Dck	2459	2017	1534	1660	2362	2303	713	760
G10090_21573	54342	Gnpnat1	734.97	646.28	381.67	411.02	569.31	595.52	251.16	322.47
G10090_16272	68026	Pclaf	1580.4	1326.22	150.2	125.95	2208.41	2195.09	129.87	87.25
G10090_15450	19259	Ptpn5	73	94	14	19	262	268	2	0
G10090_22608	108989	Tpr	8672.82	8351.42	6442.37	9583.24	9703.18	7975.67	7665.84	7349.93
G10090_17982	66387	Nudt8	105	88	36	45	131	129	173	145
G10090_10152	105980076	Gm45929	17.77	0	0	0	0	0	0	0
G10090_31472	58179	Klrc3	2.16	0	0	0	5.5	1.35	25.26	31.85
G10090_33535	70020	Ino80b	523	462	372	470	433	544	569	562
G10090_25329	74915	Atp6v1e2	0	0	0	0	0	2	0	0
G10090_3811	226601	Gm4846	0	0	0	0	0	1	0	0
G10090_14014	14366	Fzd4	0	1	2	0	6	8	3	0
G10090_20120	67741	4930579F01Rik	1	0	0	0	1	0	0	0
G10090_5361	241066	Carf	148.58	114.02	100.74	120.17	115.23	125.87	87.3	83.5
G10090_13731	70827	Trak2	1353	1283	1249	1789	1363	1129	1659	1720
G10090_32705	71920	Epgn	2	0	0	0	0	0	1	0
G10090_19335	19241	Tmsb4x	42163	34946	31314	34437	39196	45911	29551	33746
G10090_14599	320832	Sirpb1a	14.34	6.95	11.39	13.99	24.17	28.38	22	23.75
G10090_24609	545486	Tubb1	4	1	5	5	3	7	4	3
G10090_6749	224014	Fgd4	13.88	22.27	17.14	18.54	29.07	27.55	34.28	24.95
G10090_10144	12189	Brca1	343	267	67	141	457	385	96	51
G10090_19506	63872	Zfp296	305	288	308	334	162	160	132	161
G10090_5676	330890	Piwil4	0	2	2	3	3.19	5.12	1	0
G10090_14381	50788	Fbxl8	390	336	259	333	366	419	293	285
G10090_29619	193043	Zfp3	96	85	108	112.9	78	60	30	29
G10090_10365	215378	Brinp3	5	1	1	1	1	2	0	0
G10090_33067	54624	Paf1	1174	1050	1037	1467	1209	1199	1361	1397
G10090_24946	100862348	Gm9295	18.45	15.79	25.03	11.54	53.51	66.73	18.69	26.18
G10090_18227	219149	Xkr6	1	2	8	10	8	6	2	0
G10090_19446	215446	Entpd3	0	0	2	0	6	2	0	1
G10090_20820	192986	Cyb5d2	91.95	87.31	77.32	103.39	104.36	84.87	71.65	72.65
G10090_23605	29820	Tnfrsf19	32	27	5	10	52	68	2	0
G10090_15601	100177	Zmym6	539	501	431	707	482	397	515	552
G10090_8449	17972	Ncf4	166	164	215	251	669	791	893	672
G10090_2056	321007	Serac1	61.88	65.79	360.69	405.54	163.98	143.02	136.8	124.96
G10090_30926	213541	Ythdf2	1264	1227	1047	1359	1555	1344	1416	1361
G10090_29087	30058	Timm8a1	517	453	212	240	462	525	408	401
G10090_8728	66845	Mrpl33	440	322	173	190	443	527	318	380
G10090_17210	27418	Mkln1	910	816	672	865	817	806	723	684
G10090_24750	11416	Slc33a1	356	293	151	187	266	258	113	124
G10090_10315	70591	5730455P16Rik	408.01	380.12	210.32	244.19	315.96	299.7	263.48	253.84
G10090_22368	17938	Naca	13601	11378	6421	7811	11668	13425	12930	14867
G10090_2873	18572	Pdcd11	1596	1537	1206	1599	1686	1401	1474	1293
G10090_21108	78749	Filip1l	1498	1449	1210	1638	917	734	1547	1682
G10090_370	223838	Adamts20	0	2	0	4	14	8	0	0
G10090_6489	212307	Mapre2	2625	2143	2288	3058	4098	4112	968	1053
G10090_12697	66244	Nemf	995	957	737	1052	1184	1107	1039	1105
G10090_4032	16579	Kifap3	88	59	58	115	128	139	71	65
G10090_25392	328417	Parp4	2055.75	1965.64	2059.21	3056.56	2397.21	2016.21	2194.94	2008.77
G10090_24678	319155	Hist1h4c	10.59	6.98	11.29	16.42	9.92	12.58	22.76	24.79
G10090_21258	12226	Btg1	20917.38	18053	25978.99	29969.79	22114	23245	65881	61301
G10090_6136	209086	Samd9l	2818	3341	5487	6301	2368	2134	6585	5984
G10090_15179	13602	Sparcl1	0	0	0	0	0	2	1	0
G10090_33399	13875	Erf	1312	893	734	870	730	840	1387	1209
G10090_4481	70974	Pgm2l1	422.33	379.76	692.41	1107.07	781.02	665.9	456.79	472.9
G10090_2897	54419	Cldn6	0	1	0	0	1	0	0	0
G10090_26832	26370	Cetn2	729	550	783	812	603	667	545	634
G10090_3884	66488	Fam136a	487	414	192	225	388	409	138	126
G10090_16196	30939	Pttg1	446	401	805.94	1007.93	526.93	612.01	695	680.97
G10090_16619	225028	Map4k3	79	98	224	289	154	141	220	187
G10090_19405	100039707	Mthfsl	370.27	227.88	230.15	290.21	298.48	262.66	114.76	137.88
G10090_18054	53618	Fut8	1405.39	1232.49	1524.42	1968.3	1776.08	1714.23	785.05	909.91
G10090_1495	22187	Ubb	51262.43	41644.79	40996.01	50998.61	55865.96	62348.22	61054.14	61112.81
G10090_29159	18817	Plk1	431	364	79	105	657	677	66	73
G10090_7092	216797	Prss38	2.76	3.57	3.27	3.48	6.64	0.21	0.21	3.05
G10090_14162	54198	Snx3	3333	2716	2677	3234	3035	3401	2869	2847
G10090_601	66953	Cdca7	1051	892	171	226	688	673	158	139
G10090_1753	66168	Grina	1400	1217	1422	1494	1879	2250	2177	1802
G10090_7362	71703	Armcx3	57	52	38	52	152	160	56	72
G10090_11227	107022	Gramd3	2290	1942	3879	5509	3715	3817	7932	7623
G10090_24796	66841	Etfdh	557	518	354	479	562	557	466	476
G10090_14513	170728	Rtn4ip1	256	237	121	127.24	195	221	139	110
G10090_12039	56787	Ascl3	1	0	0	1	1	1	6	9
G10090_29579	232449	Dera	1427	1114	583	730	1240	1397	496	521
G10090_12644	211651	Fancd2	237	184	82	119.81	284	270	51	24
G10090_12286	73407	Tepp	19.21	15.32	38.07	32.39	20.09	30.67	38.41	39.23
G10090_15611	17121	Mxd3	110.97	77.79	25.5	24.49	156.23	162.19	36.65	18.56
G10090_23903	74121	Acoxl	18.44	13.3	2.09	5.19	14.64	9.16	101.86	119.99
G10090_32293	216781	Trim58	0	1	0	0	6	0	1	2
G10090_1729	52397	Zfp644	640	582	441	638	483	391	608	525
G10090_2170	11472	Actn2	19.93	6.85	3.53	3.42	20.07	15.42	401.05	401.32
G10090_1637	67302	Zc3h13	1237	1120	851	1282	1450	1227	1195	1114
G10090_3111	65970	Lima1	16	9	86	115	23	31	19	12
G10090_11489	68511	Dcdc2c	18.89	32.01	31.28	23.06	26.76	32.37	39.42	37.97
G10090_32159	64704	Htra2	410.6	396.29	290.9	355.45	380.23	454.02	349.96	359.05
G10090_19946	75273	Pelp1	1040	869	456	643	857	925	749	595
G10090_27848	26459	Slc27a5	4	7	0	1	3	3	8	4
G10090_8064	73067	Tmem192	695	545	498	613	622	636	617	618
G10090_2083	71718	Telo2	391	406	285	324	333	366	436	419
G10090_12651	26381	Esrrg	0	0	0	0	0	0	0	0
G10090_21971	71354	Wdr31	1847.22	1732.18	1685.46	2145.44	1847.83	1468.66	724.41	1028.45
G10090_9256	244281	Myo16	1	1	3	5	0	3	0	0
G10090_11001	27354	Nbn	899	770	426	636	746	747	423	488
G10090_33318	628053	Gm14725	0	0	0	0	0	0	0	0
G10090_21088	77352	Axdnd1	5	1	0	4	9	8	3	6
G10090_7642	16559	Kif17	1	0	0	1	3	2	3	0
G10090_3725	16651	Sspn	75	84	253	332	115	149	2	6
G10090_13396	16010	Igfbp4	3	14	35	47	62	88	6088	4871
G10090_15742	320454	Tmprss11g	10.58	8.19	9.01	16.12	11.29	10.06	9.05	8.43
G10090_23685	621628	Cldn20	0	0	0	2	3	1	2	0
G10090_22338	218832	Polr3a	622	616	491	726	678	538	824	731
G10090_28153	433868	3110082J24Rik	0	0	0	0	1	0	0	0
G10090_30773	11843	Arf4	3053	2591	2306	2443	3052	3407	2496	2177
G10090_18250	14176	Fgf5	1.34	0	1.16	8.06	1.44	1.24	2.99	1.19
G10090_17254	270156	Nkapd1	764.71	642.09	466.11	631.76	803.43	813.04	782.36	790.75
G10090_7292	16666	Krt16	0	0	0	0	1.05	0	0	0
G10090_8744	12826	Col4a1	0	4	1	5	0	7	7	1
G10090_548	67382	Brd3	997.42	884.13	483.51	649.81	816.32	807.59	550.48	473.09
G10090_23029	13610	S1pr3	4	2	9	5	16	19	0	1
G10090_26347	108167700	Gm46139	53.01	76.57	74.9	107.45	62.2	55.04	45.41	48.73
G10090_15696	18175	Nrap	1	2	1	2	4	3	3	6
G10090_21996	76846	Rps9	33705	29461	19318	20713	24792	28619	43101	44231
G10090_10555	21945	Dedd	688.41	601.67	559.19	680.25	698.58	747.88	606.84	552.99
G10090_22834	269424	Jade1	804	678	876	1246	438	420	875	825
G10090_22742	20683	Sp1	3054	2637	2644	3625	2499	2095	2658	2587
G10090_11846	328971	Spink10	3	1	1	0	2	1	1	1
G10090_18608	74551	Pck2	97	120	115	134	288	282	130	125
G10090_7446	328365	Zmiz1	2657	2207.99	2143	2950	3664	3009	2501.01	2137
G10090_31546	69544	Wdr5b	62	87	47	70	50	65	38	42
G10090_14575	433070	Vmn2r96	37	37	115.71	126.97	50.11	49	20.8	29
G10090_1183	12524	Cd86	220	203	101	97	489	481	828	464
G10090_9559	19933	Rpl21	12953.12	12058.42	10667.08	10277.86	9904.71	12167.55	17951.49	18878.73
G10090_8526	271377	Zbtb11	848	783	800	1240	1115	998	1707	1658
G10090_2101	230025	Prdm13	0	0	0	0	0	0	0	1
